image_index,image,unique_id,concept,recognizability,recognizability_homonyms,recognizability_close,nameability_naming-consistency,nameability,memorability_cr,relative_image_path,concept_index
17932,puppy/puppy_06s.jpg,puppy,puppy,0.428571429,0.428571429,0.428571429,0.611111111,0.611111111,0.76744186,images/puppy/puppy_06s.jpg,1258
17933,puppy/puppy_07s.jpg,puppy,puppy,0.214285714,0.214285714,0.214285714,0.444444444,0.444444444,0.769871795,images/puppy/puppy_07s.jpg,1258
17934,puppy/puppy_08s.jpg,puppy,puppy,0.2,0.2,0.2,0.882352941,0.882352941,0.825,images/puppy/puppy_08s.jpg,1258
17935,puppy/puppy_09s.jpg,puppy,puppy,0.375,0.375,0.375,0.764705882,0.764705882,0.707317073,images/puppy/puppy_09s.jpg,1258
17936,puppy/puppy_10s.jpg,puppy,puppy,0.166666667,0.166666667,0.166666667,0.789473684,0.789473684,0.880952381,images/puppy/puppy_10s.jpg,1258
17937,puppy/puppy_11s.jpg,puppy,puppy,0.727272727,0.727272727,0.727272727,1.0,1.0,0.904761905,images/puppy/puppy_11s.jpg,1258
17938,puppy/puppy_12s.jpg,puppy,puppy,0.333333333,0.333333333,0.333333333,0.684210526,0.684210526,0.780487805,images/puppy/puppy_12s.jpg,1258
17939,puppy/puppy_13s.jpg,puppy,puppy,0.357142857,0.357142857,0.357142857,0.764705882,0.764705882,0.894736842,images/puppy/puppy_13s.jpg,1258
17940,puppy/puppy_14s.jpg,puppy,puppy,0.461538462,0.461538462,0.461538462,0.647058824,0.647058824,0.952380952,images/puppy/puppy_14s.jpg,1258
17941,purse/purse_01b.jpg,purse,purse,0.352941176,0.352941176,0.352941176,0.8,0.8,0.87804878,images/purse/purse_01b.jpg,1259
17942,purse/purse_02s.jpg,purse,purse,0.416666667,0.416666667,0.416666667,0.7,0.7,0.743589744,images/purse/purse_02s.jpg,1259
17943,purse/purse_03s.jpg,purse,purse,0.285714286,0.285714286,0.285714286,0.736842105,0.736842105,0.804878049,images/purse/purse_03s.jpg,1259
17944,purse/purse_04s.jpg,purse,purse,0.266666667,0.266666667,0.266666667,0.764705882,0.764705882,0.804878049,images/purse/purse_04s.jpg,1259
17945,purse/purse_05s.jpg,purse,purse,0.285714286,0.285714286,0.285714286,0.722222222,0.722222222,0.846153846,images/purse/purse_05s.jpg,1259
17946,purse/purse_06s.jpg,purse,purse,0.333333333,0.333333333,0.333333333,0.631578947,0.631578947,0.692307692,images/purse/purse_06s.jpg,1259
17947,purse/purse_07s.jpg,purse,purse,0.166666667,0.166666667,0.166666667,0.842105263,0.842105263,0.75,images/purse/purse_07s.jpg,1259
17948,purse/purse_08s.jpg,purse,purse,0.363636364,0.363636364,0.363636364,0.764705882,0.764705882,0.8,images/purse/purse_08s.jpg,1259
17949,purse/purse_09s.jpg,purse,purse,0.1875,0.1875,0.1875,0.789473684,0.789473684,0.947368421,images/purse/purse_09s.jpg,1259
17950,purse/purse_10s.jpg,purse,purse,0.153846154,0.153846154,0.153846154,0.611111111,0.611111111,0.857142857,images/purse/purse_10s.jpg,1259
17951,purse/purse_11s.jpg,purse,purse,0.142857143,0.142857143,0.142857143,0.722222222,0.722222222,0.666666667,images/purse/purse_11s.jpg,1259
17952,purse/purse_12s.jpg,purse,purse,0.285714286,0.285714286,0.285714286,0.75,0.75,0.682926829,images/purse/purse_12s.jpg,1259
17953,quad/quad_01b.jpg,quad,quad,0.090909091,0.090909091,0.090909091,0.277777778,0.111111111,0.795454545,images/quad/quad_01b.jpg,1260
17954,quad/quad_02s.jpg,quad,quad,0.272727273,0.272727273,0.272727273,0.444444444,0.055555556,0.707317073,images/quad/quad_02s.jpg,1260
17955,quad/quad_03s.jpg,quad,quad,0.428571429,0.428571429,0.428571429,0.352941176,0.117647059,0.8,images/quad/quad_03s.jpg,1260
17956,quad/quad_04s.jpg,quad,quad,0.25,0.25,0.25,0.4,0.15,0.642857143,images/quad/quad_04s.jpg,1260
17957,quad/quad_05s.jpg,quad,quad,0.0,0.0,0.0,0.4,0.2,0.780487805,images/quad/quad_05s.jpg,1260
17958,quad/quad_06s.jpg,quad,quad,0.153846154,0.153846154,0.153846154,0.4375,0.125,0.871794872,images/quad/quad_06s.jpg,1260
17959,quad/quad_07s.jpg,quad,quad,0.0,0.0,0.0,0.421052632,0.052631579,0.682926829,images/quad/quad_07s.jpg,1260
17960,quad/quad_08s.jpg,quad,quad,0.266666667,0.266666667,0.266666667,0.294117647,0.058823529,0.682926829,images/quad/quad_08s.jpg,1260
17961,quad/quad_09s.jpg,quad,quad,0.125,0.125,0.125,0.470588235,0.117647059,0.789473684,images/quad/quad_09s.jpg,1260
17962,quad/quad_10s.jpg,quad,quad,0.0,0.0,0.0,0.444444444,0.166666667,0.8,images/quad/quad_10s.jpg,1260
17963,quad/quad_11s.jpg,quad,quad,0.0,0.0,0.0,0.444444444,0.111111111,0.868421053,images/quad/quad_11s.jpg,1260
17964,quad/quad_12s.jpg,quad,quad,0.307692308,0.307692308,0.307692308,0.357142857,0.0,0.707317073,images/quad/quad_12s.jpg,1260
17965,quesadilla/quesadilla_01b.jpg,quesadilla,quesadilla,0.428571429,0.428571429,0.428571429,0.894736842,0.894736842,0.948717949,images/quesadilla/quesadilla_01b.jpg,1261
17966,quesadilla/quesadilla_02s.jpg,quesadilla,quesadilla,0.142857143,0.142857143,0.142857143,0.894736842,0.894736842,0.75,images/quesadilla/quesadilla_02s.jpg,1261
17967,quesadilla/quesadilla_03s.jpg,quesadilla,quesadilla,0.3125,0.3125,0.3125,0.75,0.75,0.904761905,images/quesadilla/quesadilla_03s.jpg,1261
17968,quesadilla/quesadilla_04s.jpg,quesadilla,quesadilla,0.357142857,0.357142857,0.357142857,0.894736842,0.894736842,0.625,images/quesadilla/quesadilla_04s.jpg,1261
17969,quesadilla/quesadilla_05s.jpg,quesadilla,quesadilla,0.285714286,0.285714286,0.285714286,0.5625,0.5625,0.875,images/quesadilla/quesadilla_05s.jpg,1261
17970,quesadilla/quesadilla_06s.jpg,quesadilla,quesadilla,0.470588235,0.470588235,0.470588235,1.0,1.0,0.780487805,images/quesadilla/quesadilla_06s.jpg,1261
17971,quesadilla/quesadilla_07s.jpg,quesadilla,quesadilla,0.5,0.5,0.5,0.722222222,0.722222222,0.880952381,images/quesadilla/quesadilla_07s.jpg,1261
17972,quesadilla/quesadilla_08s.jpg,quesadilla,quesadilla,0.375,0.375,0.375,0.5,0.5,0.804878049,images/quesadilla/quesadilla_08s.jpg,1261
17973,quesadilla/quesadilla_09s.jpg,quesadilla,quesadilla,0.277777778,0.277777778,0.277777778,0.85,0.85,0.820512821,images/quesadilla/quesadilla_09s.jpg,1261
17974,quesadilla/quesadilla_10s.jpg,quesadilla,quesadilla,0.384615385,0.384615385,0.384615385,0.764705882,0.764705882,0.880952381,images/quesadilla/quesadilla_10s.jpg,1261
17975,quesadilla/quesadilla_11s.jpg,quesadilla,quesadilla,0.526315789,0.526315789,0.526315789,0.6,0.6,0.853658537,images/quesadilla/quesadilla_11s.jpg,1261
17976,quesadilla/quesadilla_12s.jpg,quesadilla,quesadilla,0.538461538,0.538461538,0.538461538,0.882352941,0.882352941,0.85,images/quesadilla/quesadilla_12s.jpg,1261
17977,quesadilla/quesadilla_13s.jpg,quesadilla,quesadilla,0.666666667,0.666666667,0.666666667,0.777777778,0.777777778,0.85,images/quesadilla/quesadilla_13s.jpg,1261
17978,quesadilla/quesadilla_14s.jpg,quesadilla,quesadilla,0.214285714,0.214285714,0.214285714,0.947368421,0.947368421,0.9,images/quesadilla/quesadilla_14s.jpg,1261
17979,quesadilla/quesadilla_15s.jpg,quesadilla,quesadilla,0.4,0.4,0.4,0.684210526,0.684210526,0.725,images/quesadilla/quesadilla_15s.jpg,1261
17980,quesadilla/quesadilla_16s.jpg,quesadilla,quesadilla,0.5625,0.5625,0.5625,0.722222222,0.722222222,0.837209302,images/quesadilla/quesadilla_16s.jpg,1261
17981,quesadilla/quesadilla_17s.jpg,quesadilla,quesadilla,0.375,0.375,0.375,0.736842105,0.736842105,0.794871795,images/quesadilla/quesadilla_17s.jpg,1261
17982,quesadilla/quesadilla_18s.jpg,quesadilla,quesadilla,0.466666667,0.466666667,0.466666667,0.944444444,0.944444444,0.813953488,images/quesadilla/quesadilla_18s.jpg,1261
17983,quesadilla/quesadilla_19s.jpg,quesadilla,quesadilla,0.307692308,0.307692308,0.307692308,0.533333333,0.533333333,0.926829268,images/quesadilla/quesadilla_19s.jpg,1261
17984,quesadilla/quesadilla_20s.jpg,quesadilla,quesadilla,0.416666667,0.416666667,0.416666667,0.611111111,0.611111111,0.609756098,images/quesadilla/quesadilla_20s.jpg,1261
17985,quesadilla/quesadilla_21s.jpg,quesadilla,quesadilla,0.5,0.5,0.5,0.631578947,0.631578947,0.815789474,images/quesadilla/quesadilla_21s.jpg,1261
17986,quesadilla/quesadilla_22s.jpg,quesadilla,quesadilla,0.133333333,0.133333333,0.133333333,0.388888889,0.388888889,0.666666667,images/quesadilla/quesadilla_22s.jpg,1261
17987,quesadilla/quesadilla_23s.jpg,quesadilla,quesadilla,0.235294118,0.235294118,0.235294118,0.588235294,0.588235294,0.769230769,images/quesadilla/quesadilla_23s.jpg,1261
17988,quesadilla/quesadilla_24s.jpg,quesadilla,quesadilla,0.214285714,0.214285714,0.214285714,0.470588235,0.470588235,0.902439024,images/quesadilla/quesadilla_24s.jpg,1261
17989,quiche/quiche_01b.jpg,quiche,quiche,0.307692308,0.307692308,0.307692308,0.764705882,0.764705882,0.756756757,images/quiche/quiche_01b.jpg,1262
17990,quiche/quiche_02s.jpg,quiche,quiche,0.416666667,0.416666667,0.416666667,0.842105263,0.842105263,0.875,images/quiche/quiche_02s.jpg,1262
17991,quiche/quiche_03s.jpg,quiche,quiche,0.461538462,0.461538462,0.461538462,0.578947368,0.578947368,0.731707317,images/quiche/quiche_03s.jpg,1262
17992,quiche/quiche_04s.jpg,quiche,quiche,0.461538462,0.461538462,0.461538462,0.733333333,0.733333333,0.8,images/quiche/quiche_04s.jpg,1262
17993,quiche/quiche_05s.jpg,quiche,quiche,0.157894737,0.157894737,0.157894737,0.789473684,0.789473684,0.769230769,images/quiche/quiche_05s.jpg,1262
17994,quiche/quiche_06s.jpg,quiche,quiche,0.363636364,0.363636364,0.363636364,0.75,0.75,0.80952381,images/quiche/quiche_06s.jpg,1262
17995,quiche/quiche_07s.jpg,quiche,quiche,0.2,0.2,0.2,0.7,0.7,0.8,images/quiche/quiche_07s.jpg,1262
17996,quiche/quiche_08s.jpg,quiche,quiche,0.615384615,0.615384615,0.615384615,0.947368421,0.947368421,0.829268293,images/quiche/quiche_08s.jpg,1262
17997,quiche/quiche_09s.jpg,quiche,quiche,0.333333333,0.333333333,0.333333333,0.470588235,0.470588235,0.692307692,images/quiche/quiche_09s.jpg,1262
17998,quiche/quiche_10s.jpg,quiche,quiche,0.545454545,0.545454545,0.545454545,0.684210526,0.684210526,0.736842105,images/quiche/quiche_10s.jpg,1262
17999,quiche/quiche_11s.jpg,quiche,quiche,0.25,0.25,0.25,0.941176471,0.941176471,0.794871795,images/quiche/quiche_11s.jpg,1262
18000,quiche/quiche_12s.jpg,quiche,quiche,0.166666667,0.166666667,0.166666667,0.7,0.7,0.725,images/quiche/quiche_12s.jpg,1262
18001,quiche/quiche_13s.jpg,quiche,quiche,0.272727273,0.272727273,0.272727273,0.833333333,0.833333333,0.928571429,images/quiche/quiche_13s.jpg,1262
18002,quiche/quiche_14s.jpg,quiche,quiche,0.384615385,0.384615385,0.384615385,0.947368421,0.947368421,0.8,images/quiche/quiche_14s.jpg,1262
18003,quiche/quiche_15s.jpg,quiche,quiche,0.153846154,0.153846154,0.153846154,0.882352941,0.882352941,0.925,images/quiche/quiche_15s.jpg,1262
18004,quiche/quiche_16s.jpg,quiche,quiche,0.181818182,0.181818182,0.181818182,0.894736842,0.894736842,0.794871795,images/quiche/quiche_16s.jpg,1262
18005,quiche/quiche_17s.jpg,quiche,quiche,0.357142857,0.357142857,0.357142857,0.684210526,0.684210526,0.829268293,images/quiche/quiche_17s.jpg,1262
18006,quiche/quiche_18s.jpg,quiche,quiche,0.571428571,0.571428571,0.571428571,0.733333333,0.733333333,0.75,images/quiche/quiche_18s.jpg,1262
18007,quiche/quiche_19s.jpg,quiche,quiche,0.25,0.25,0.25,0.823529412,0.823529412,0.872435897,images/quiche/quiche_19s.jpg,1262
18008,quill/quill_01b.jpg,quill,quill,0.4,0.4,0.4,0.684210526,0.684210526,0.825,images/quill/quill_01b.jpg,1263
18009,quill/quill_02s.jpg,quill,quill,0.357142857,0.357142857,0.357142857,0.631578947,0.631578947,0.820512821,images/quill/quill_02s.jpg,1263
18010,quill/quill_03s.jpg,quill,quill,0.4,0.4,0.4,0.526315789,0.526315789,0.75,images/quill/quill_03s.jpg,1263
18011,quill/quill_04s.jpg,quill,quill,0.357142857,0.357142857,0.357142857,0.352941176,0.352941176,0.87804878,images/quill/quill_04s.jpg,1263
18012,quill/quill_05s.jpg,quill,quill,0.0,0.0,0.0,1.0,0.0,0.75,images/quill/quill_05s.jpg,1263
18013,quill/quill_06s.jpg,quill,quill,0.2,0.2,0.2,0.411764706,0.411764706,0.725,images/quill/quill_06s.jpg,1263
18014,quill/quill_07s.jpg,quill,quill,0.153846154,0.153846154,0.153846154,0.444444444,0.444444444,0.692307692,images/quill/quill_07s.jpg,1263
18015,quill/quill_08s.jpg,quill,quill,0.272727273,0.272727273,0.272727273,0.578947368,0.578947368,0.725,images/quill/quill_08s.jpg,1263
18016,quill/quill_09s.jpg,quill,quill,0.266666667,0.266666667,0.266666667,0.647058824,0.647058824,0.769230769,images/quill/quill_09s.jpg,1263
18017,quill/quill_10s.jpg,quill,quill,0.4,0.4,0.4,0.444444444,0.444444444,0.780487805,images/quill/quill_10s.jpg,1263
18018,quill/quill_11s.jpg,quill,quill,0.357142857,0.357142857,0.357142857,0.421052632,0.421052632,0.8,images/quill/quill_11s.jpg,1263
18019,quill/quill_12s.jpg,quill,quill,0.214285714,0.214285714,0.214285714,0.555555556,0.555555556,0.775,images/quill/quill_12s.jpg,1263
18020,quill/quill_13s.jpg,quill,quill,0.090909091,0.090909091,0.090909091,0.833333333,0.166666667,0.825,images/quill/quill_13s.jpg,1263
18021,quill/quill_14s.jpg,quill,quill,0.166666667,0.166666667,0.166666667,0.473684211,0.473684211,0.829268293,images/quill/quill_14s.jpg,1263
18022,quill/quill_15s.jpg,quill,quill,0.181818182,0.181818182,0.181818182,0.833333333,0.111111111,0.825,images/quill/quill_15s.jpg,1263
18023,quilt/quilt_01b.jpg,quilt,quilt,0.210526316,0.210526316,0.210526316,0.764705882,0.764705882,0.875,images/quilt/quilt_01b.jpg,1264
18024,quilt/quilt_02s.jpg,quilt,quilt,0.166666667,0.166666667,0.166666667,0.8,0.8,0.725,images/quilt/quilt_02s.jpg,1264
18025,quilt/quilt_03s.jpg,quilt,quilt,0.333333333,0.333333333,0.333333333,0.833333333,0.833333333,0.775,images/quilt/quilt_03s.jpg,1264
18026,quilt/quilt_04s.jpg,quilt,quilt,0.352941176,0.352941176,0.352941176,0.75,0.75,0.725,images/quilt/quilt_04s.jpg,1264
18027,quilt/quilt_05s.jpg,quilt,quilt,0.1875,0.1875,0.1875,0.944444444,0.944444444,0.731707317,images/quilt/quilt_05s.jpg,1264
18028,quilt/quilt_06s.jpg,quilt,quilt,0.19047619,0.19047619,0.19047619,0.5625,0.5625,0.756097561,images/quilt/quilt_06s.jpg,1264
18029,quilt/quilt_07s.jpg,quilt,quilt,0.25,0.25,0.25,0.764705882,0.764705882,0.756097561,images/quilt/quilt_07s.jpg,1264
18030,quilt/quilt_08s.jpg,quilt,quilt,0.5,0.5,0.5,0.933333333,0.933333333,0.825,images/quilt/quilt_08s.jpg,1264
18031,quilt/quilt_09s.jpg,quilt,quilt,0.384615385,0.384615385,0.384615385,0.894736842,0.894736842,0.780487805,images/quilt/quilt_09s.jpg,1264
18032,quilt/quilt_10s.jpg,quilt,quilt,0.2,0.2,0.2,0.823529412,0.823529412,0.769230769,images/quilt/quilt_10s.jpg,1264
18033,quilt/quilt_11s.jpg,quilt,quilt,0.285714286,0.285714286,0.285714286,0.526315789,0.526315789,0.682926829,images/quilt/quilt_11s.jpg,1264
18034,quilt/quilt_12s.jpg,quilt,quilt,0.421052632,0.421052632,0.421052632,0.842105263,0.842105263,0.682926829,images/quilt/quilt_12s.jpg,1264
18035,quilt/quilt_13s.jpg,quilt,quilt,0.388888889,0.388888889,0.388888889,0.842105263,0.842105263,0.894736842,images/quilt/quilt_13s.jpg,1264
18036,rabbit/rabbit_01b.jpg,rabbit,rabbit,1.0,1.0,1.0,0.9375,0.9375,0.897435897,images/rabbit/rabbit_01b.jpg,1265
18037,rabbit/rabbit_02s.jpg,rabbit,rabbit,1.0,1.0,1.0,0.842105263,0.842105263,0.838549075,images/rabbit/rabbit_02s.jpg,1265
18038,rabbit/rabbit_03s.jpg,rabbit,rabbit,1.0,1.0,1.0,0.5,0.5,0.857142857,images/rabbit/rabbit_03s.jpg,1265
18039,rabbit/rabbit_04n.jpg,rabbit,rabbit,1.0,1.0,1.0,0.894736842,0.894736842,0.825,images/rabbit/rabbit_04n.jpg,1265
18040,rabbit/rabbit_05s.jpg,rabbit,rabbit,1.0,1.0,1.0,0.684210526,0.684210526,0.8,images/rabbit/rabbit_05s.jpg,1265
18041,rabbit/rabbit_06s.jpg,rabbit,rabbit,0.846153846,0.846153846,0.846153846,0.555555556,0.555555556,0.857142857,images/rabbit/rabbit_06s.jpg,1265
18042,rabbit/rabbit_07s.jpg,rabbit,rabbit,0.769230769,0.769230769,0.769230769,0.833333333,0.833333333,0.902439024,images/rabbit/rabbit_07s.jpg,1265
18043,rabbit/rabbit_08s.jpg,rabbit,rabbit,0.947368421,0.947368421,0.947368421,0.705882353,0.705882353,0.875,images/rabbit/rabbit_08s.jpg,1265
18044,rabbit/rabbit_09s.jpg,rabbit,rabbit,1.0,1.0,1.0,0.882352941,0.882352941,0.695652174,images/rabbit/rabbit_09s.jpg,1265
18045,rabbit/rabbit_10n.jpg,rabbit,rabbit,0.944444444,0.944444444,0.944444444,0.944444444,0.944444444,0.731707317,images/rabbit/rabbit_10n.jpg,1265
18046,rabbit/rabbit_11s.jpg,rabbit,rabbit,1.0,1.0,1.0,0.823529412,0.823529412,0.714285714,images/rabbit/rabbit_11s.jpg,1265
18047,rabbit/rabbit_12n.jpg,rabbit,rabbit,1.0,1.0,1.0,0.833333333,0.833333333,0.875,images/rabbit/rabbit_12n.jpg,1265
18048,rabbit/rabbit_13n.jpg,rabbit,rabbit,0.866666667,0.866666667,0.866666667,0.7,0.7,0.7,images/rabbit/rabbit_13n.jpg,1265
18049,rabbit/rabbit_14n.jpg,rabbit,rabbit,1.0,1.0,1.0,0.733333333,0.733333333,0.871794872,images/rabbit/rabbit_14n.jpg,1265
18050,raccoon/raccoon_01b.jpg,raccoon,raccoon,0.769230769,0.769230769,0.769230769,0.684210526,0.684210526,0.8,images/raccoon/raccoon_01b.jpg,1266
18051,raccoon/raccoon_02s.jpg,raccoon,raccoon,0.857142857,0.857142857,0.857142857,0.578947368,0.578947368,0.875,images/raccoon/raccoon_02s.jpg,1266
18052,raccoon/raccoon_03s.jpg,raccoon,raccoon,0.666666667,0.666666667,0.666666667,0.684210526,0.684210526,0.775609756,images/raccoon/raccoon_03s.jpg,1266
18053,raccoon/raccoon_04n.jpg,raccoon,raccoon,0.714285714,0.714285714,0.714285714,0.588235294,0.588235294,0.804878049,images/raccoon/raccoon_04n.jpg,1266
18054,raccoon/raccoon_05s.jpg,raccoon,raccoon,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.85,images/raccoon/raccoon_05s.jpg,1266
18055,raccoon/raccoon_06n.jpg,raccoon,raccoon,0.769230769,0.769230769,0.769230769,0.666666667,0.666666667,0.8,images/raccoon/raccoon_06n.jpg,1266
18056,raccoon/raccoon_07n.jpg,raccoon,raccoon,0.714285714,0.714285714,0.714285714,0.75,0.75,0.837209302,images/raccoon/raccoon_07n.jpg,1266
18057,raccoon/raccoon_08n.jpg,raccoon,raccoon,0.647058824,0.647058824,0.647058824,0.647058824,0.647058824,0.780487805,images/raccoon/raccoon_08n.jpg,1266
18058,raccoon/raccoon_09s.jpg,raccoon,raccoon,0.75,0.75,0.75,0.578947368,0.578947368,0.825,images/raccoon/raccoon_09s.jpg,1266
18059,raccoon/raccoon_10s.jpg,raccoon,raccoon,0.857142857,0.857142857,0.857142857,0.722222222,0.722222222,0.897435897,images/raccoon/raccoon_10s.jpg,1266
18060,raccoon/raccoon_11s.jpg,raccoon,raccoon,0.777777778,0.777777778,0.777777778,0.529411765,0.529411765,0.738095238,images/raccoon/raccoon_11s.jpg,1266
18061,raccoon/raccoon_12n.jpg,raccoon,raccoon,0.705882353,0.705882353,0.705882353,0.611111111,0.611111111,0.756097561,images/raccoon/raccoon_12n.jpg,1266
18062,raccoon/raccoon_13n.jpg,raccoon,raccoon,1.0,1.0,1.0,0.611111111,0.611111111,0.88372093,images/raccoon/raccoon_13n.jpg,1266
18063,raccoon/raccoon_14s.jpg,raccoon,raccoon,0.894736842,0.894736842,0.894736842,0.631578947,0.631578947,0.840909091,images/raccoon/raccoon_14s.jpg,1266
18064,racehorse/racehorse_01b.jpg,racehorse,racehorse,0.076923077,0.076923077,0.076923077,0.352941176,0.235294118,0.658536585,images/racehorse/racehorse_01b.jpg,1267
18065,racehorse/racehorse_02s.jpg,racehorse,racehorse,0.176470588,0.176470588,0.176470588,0.611111111,0.111111111,0.619047619,images/racehorse/racehorse_02s.jpg,1267
18066,racehorse/racehorse_03s.jpg,racehorse,racehorse,0.357142857,0.357142857,0.357142857,0.4,0.466666667,0.720930233,images/racehorse/racehorse_03s.jpg,1267
18067,racehorse/racehorse_04s.jpg,racehorse,racehorse,0.294117647,0.294117647,0.294117647,0.6,0.25,0.820512821,images/racehorse/racehorse_04s.jpg,1267
18068,racehorse/racehorse_05s.jpg,racehorse,racehorse,0.142857143,0.142857143,0.142857143,0.352941176,0.411764706,0.790697674,images/racehorse/racehorse_05s.jpg,1267
18069,racehorse/racehorse_06s.jpg,racehorse,racehorse,0.176470588,0.176470588,0.176470588,0.470588235,0.117647059,0.666666667,images/racehorse/racehorse_06s.jpg,1267
18070,racehorse/racehorse_07s.jpg,racehorse,racehorse,0.076923077,0.076923077,0.076923077,0.555555556,0.166666667,0.595238095,images/racehorse/racehorse_07s.jpg,1267
18071,racehorse/racehorse_08s.jpg,racehorse,racehorse,0.2,0.2,0.2,0.444444444,0.222222222,0.725,images/racehorse/racehorse_08s.jpg,1267
18072,racehorse/racehorse_09s.jpg,racehorse,racehorse,0.214285714,0.214285714,0.214285714,0.6875,0.1875,0.697674419,images/racehorse/racehorse_09s.jpg,1267
18073,racehorse/racehorse_10s.jpg,racehorse,racehorse,0.0,0.0,0.0,0.8,0.2,0.714285714,images/racehorse/racehorse_10s.jpg,1267
18074,racehorse/racehorse_11s.jpg,racehorse,racehorse,0.2,0.2,0.2,0.666666667,0.333333333,0.69047619,images/racehorse/racehorse_11s.jpg,1267
18075,racehorse/racehorse_12s.jpg,racehorse,racehorse,0.090909091,0.090909091,0.090909091,0.764705882,0.058823529,0.815789474,images/racehorse/racehorse_12s.jpg,1267
18076,rack1/rack1_01b.jpg,rack1,rack,0.153846154,0.153846154,0.153846154,0.684210526,0.684210526,0.780487805,images/rack1/rack1_01b.jpg,1268
18077,rack1/rack1_02s.jpg,rack1,rack,0.307692308,0.307692308,0.461538462,0.8125,0.8125,0.857142857,images/rack1/rack1_02s.jpg,1268
18078,rack1/rack1_03s.jpg,rack1,rack,0.214285714,0.285714286,0.285714286,0.588235294,0.588235294,0.825,images/rack1/rack1_03s.jpg,1268
18079,rack1/rack1_04s.jpg,rack1,rack,0.571428571,0.571428571,0.571428571,0.533333333,0.533333333,0.822222222,images/rack1/rack1_04s.jpg,1268
18080,rack1/rack1_05s.jpg,rack1,rack,0.333333333,0.333333333,0.333333333,0.8,0.8,0.825,images/rack1/rack1_05s.jpg,1268
18081,rack1/rack1_06s.jpg,rack1,rack,0.052631579,0.052631579,0.052631579,0.352941176,0.352941176,0.634146341,images/rack1/rack1_06s.jpg,1268
18082,rack1/rack1_07s.jpg,rack1,rack,0.363636364,0.636363636,0.636363636,0.6,0.6,0.975,images/rack1/rack1_07s.jpg,1268
18083,rack1/rack1_08s.jpg,rack1,rack,0.090909091,0.090909091,0.090909091,0.25,0.1,0.619047619,images/rack1/rack1_08s.jpg,1268
18084,rack1/rack1_09s.jpg,rack1,rack,0.266666667,0.266666667,0.333333333,0.941176471,0.941176471,0.756097561,images/rack1/rack1_09s.jpg,1268
18085,rack1/rack1_10s.jpg,rack1,rack,0.285714286,0.285714286,0.357142857,0.722222222,0.722222222,0.833333333,images/rack1/rack1_10s.jpg,1268
18086,rack1/rack1_11s.jpg,rack1,rack,0.526315789,0.631578947,0.631578947,0.444444444,0.444444444,0.820512821,images/rack1/rack1_11s.jpg,1268
18087,rack1/rack1_12s.jpg,rack1,rack,0.692307692,0.769230769,0.769230769,0.578947368,0.578947368,0.8,images/rack1/rack1_12s.jpg,1268
18088,rack1/rack1_13s.jpg,rack1,rack,0.5,0.5,0.5,0.933333333,0.933333333,0.769230769,images/rack1/rack1_13s.jpg,1268
18089,rack2/rack2_01s.jpg,rack2,rack,0.117647059,0.529411765,0.529411765,0.375,0.3125,0.846153846,images/rack2/rack2_01s.jpg,1269
18090,rack2/rack2_02s.jpg,rack2,rack,0.2,0.6,0.6,0.4,0.066666667,0.825,images/rack2/rack2_02s.jpg,1269
18091,rack2/rack2_03s.jpg,rack2,rack,0.25,0.5,0.5,0.5,0.5,0.65,images/rack2/rack2_03s.jpg,1269
18092,rack2/rack2_04s.jpg,rack2,rack,0.285714286,0.428571429,0.428571429,0.736842105,0.105263158,0.7,images/rack2/rack2_04s.jpg,1269
18093,rack2/rack2_05s.jpg,rack2,rack,0.117647059,0.588235294,0.588235294,0.4375,0.375,0.875,images/rack2/rack2_05s.jpg,1269
18094,rack2/rack2_06s.jpg,rack2,rack,0.111111111,0.388888889,0.388888889,0.210526316,0.0,0.65,images/rack2/rack2_06s.jpg,1269
18095,rack2/rack2_07s.jpg,rack2,rack,0.0625,0.3125,0.3125,0.421052632,0.105263158,0.80952381,images/rack2/rack2_07s.jpg,1269
18096,rack2/rack2_08s.jpg,rack2,rack,0.307692308,0.615384615,0.615384615,0.315789474,0.052631579,0.756097561,images/rack2/rack2_08s.jpg,1269
18097,rack2/rack2_09s.jpg,rack2,rack,0.071428571,0.071428571,0.071428571,0.166666667,0.0,0.904761905,images/rack2/rack2_09s.jpg,1269
18098,rack2/rack2_10s.jpg,rack2,rack,0.0,0.375,0.375,0.736842105,0.736842105,0.853658537,images/rack2/rack2_10s.jpg,1269
18099,rack2/rack2_11s.jpg,rack2,rack,0.1875,0.375,0.375,0.357142857,0.142857143,0.720930233,images/rack2/rack2_11s.jpg,1269
18100,rack2/rack2_12s.jpg,rack2,rack,0.071428571,0.214285714,0.214285714,0.444444444,0.388888889,0.717948718,images/rack2/rack2_12s.jpg,1269
18101,rack2/rack2_13s.jpg,rack2,rack,0.1875,0.5625,0.5625,0.529411765,0.529411765,0.625,images/rack2/rack2_13s.jpg,1269
18102,racket/racket_01b.jpg,racket,racket,0.35,0.35,0.35,0.944444444,0.944444444,0.804878049,images/racket/racket_01b.jpg,1270
18103,racket/racket_02s.jpg,racket,racket,0.428571429,0.428571429,0.428571429,1.0,1.0,0.8,images/racket/racket_02s.jpg,1270
18104,racket/racket_03s.jpg,racket,racket,0.384615385,0.384615385,0.384615385,0.631578947,0.631578947,0.743589744,images/racket/racket_03s.jpg,1270
